================================================================================
P: A football player tackles an member of the opposing team .
H: People playing football .
label=1, predicted=1, correct
f=unigram_boy, v=2, w=0.11284227381692724, v*w=0.22568454763385448
f=unigram_outside, v=1, w=0.19064031592173877, v*w=0.19064031592173877
f=bigram_swing_., v=1, w=0.17677523711807738, v*w=0.17677523711807738
f=bigram_young_boy, v=1, w=0.17297352335732588, v*w=0.17297352335732588
f=bigram_boy_swings, v=1, w=0.14053119841017342, v*w=0.14053119841017342
f=bigram_a_young, v=1, w=0.12036793126281801, v*w=0.12036793126281801
f=bigram_a_boy, v=1, w=0.11219288794581411, v*w=0.11219288794581411
f=bigram_boy_swinging, v=1, w=0, v*w=0
f=bigram_swings_outside, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_on_a, v=1, w=-3.6941557408380274e-06, v*w=-3.6941557408380274e-06
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=unigram_a, v=2, w=-0.0024239052585922536, v*w=-0.004847810517184507
f=unigram_swings, v=1, w=-0.02137839748923943, v*w=-0.02137839748923943
f=unigram_swinging, v=1, w=-0.06927713896811927, v*w=-0.06927713896811927
f=bigram_swinging_on, v=1, w=-0.07303872855231926, v*w=-0.07303872855231926
f=bigram_a_swing, v=1, w=-0.11173524369073201, v*w=-0.11173524369073201
f=unigram_young, v=1, w=-0.1912491267544971, v*w=-0.1912491267544971
f=unigram_swing, v=1, w=-0.2118858624111073, v*w=-0.2118858624111073
================================================================================
P: A man with a gray beard and an apron smiles .
H: A man smiling .
label=1, predicted=1, correct
f=bigram_a_man, v=2, w=0.16304572728321168, v*w=0.32609145456642336
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_gray, v=1, w=0.30304357186018654, v*w=0.30304357186018654
f=unigram_smiles, v=1, w=0.2925835087180815, v*w=0.2925835087180815
f=bigram_smiling_., v=1, w=0.2293788465926153, v*w=0.2293788465926153
f=unigram_man, v=2, w=0.09125296665009319, v*w=0.18250593330018638
f=bigram_smiles_., v=1, w=0.17789457340339943, v*w=0.17789457340339943
f=bigram_man_with, v=1, w=0.1609348185693526, v*w=0.1609348185693526
f=unigram_smiling, v=1, w=0.15465132132814352, v*w=0.15465132132814352
f=unigram_apron, v=1, w=0.0814075031026067, v*w=0.0814075031026067
f=bigram_gray_beard, v=1, w=0.05490395685788559, v*w=0.05490395685788559
f=bigram_with_a, v=1, w=0.03303898737095512, v*w=0.03303898737095512
f=bigram_and_an, v=1, w=7.916205790091044e-05, v*w=7.916205790091044e-05
f=bigram_apron_smiles, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_an_apron, v=1, w=-0.00036461191761067314, v*w=-0.00036461191761067314
f=bigram_a_gray, v=1, w=-0.0021009569362869496, v*w=-0.0021009569362869496
f=unigram_a, v=2, w=-0.0024239052585922536, v*w=-0.004847810517184507
f=unigram_with, v=1, w=-0.017849579505314447, v*w=-0.017849579505314447
f=bigram_man_smiling, v=1, w=-0.019469431568884074, v*w=-0.019469431568884074
f=unigram_beard, v=1, w=-0.0545512382880676, v*w=-0.0545512382880676
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=unigram_an, v=1, w=-0.1150717082369504, v*w=-0.1150717082369504
f=bigram_beard_and, v=1, w=-0.17817027074659383, v*w=-0.17817027074659383
================================================================================
P: A lady in a black shirt is standing in a crowd with a rolled up piece of paper in her hands .
H: The lady has a paper in her hands .
label=1, predicted=1, correct
f=bigram_her_hands, v=2, w=0.2793377260338089, v*w=0.5586754520676178
f=unigram_has, v=1, w=0.400695262005131, v*w=0.400695262005131
f=bigram_has_a, v=1, w=0.3457208083847422, v*w=0.3457208083847422
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=bigram_is_standing, v=1, w=0.28193247818870476, v*w=0.28193247818870476
f=bigram_a_lady, v=1, w=0.2808467219976345, v*w=0.2808467219976345
f=unigram_black, v=1, w=0.18273958814369576, v*w=0.18273958814369576
f=unigram_up, v=1, w=0.15984101364845932, v*w=0.15984101364845932
f=bigram_in_a, v=2, w=0.05844301263471668, v*w=0.11688602526943336
f=bigram_in_her, v=2, w=0.05063148100833711, v*w=0.10126296201667422
f=unigram_standing, v=1, w=0.08080967127446863, v*w=0.08080967127446863
f=bigram_black_shirt, v=1, w=0.06142703215034528, v*w=0.06142703215034528
f=unigram_hands, v=2, w=0.02326904788182886, v*w=0.04653809576365772
f=bigram_crowd_with, v=1, w=0.03447128059964334, v*w=0.03447128059964334
f=bigram_with_a, v=1, w=0.03303898737095512, v*w=0.03303898737095512
f=bigram_hands_., v=2, w=0.015123226492152473, v*w=0.030246452984304947
f=bigram_lady_has, v=1, w=0.02987151012449358, v*w=0.02987151012449358
f=bigram_a_crowd, v=1, w=0.02573202050127106, v*w=0.02573202050127106
f=unigram_piece, v=1, w=0.021366372303872845, v*w=0.021366372303872845
f=bigram_rolled_up, v=1, w=0.014587080009059413, v*w=0.014587080009059413
f=bigram_a_rolled, v=1, w=0, v*w=0
f=bigram_up_piece, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_piece_of, v=1, w=-0.0009599527217135689, v*w=-0.0009599527217135689
f=unigram_a, v=4, w=-0.0024239052585922536, v*w=-0.009695621034369014
f=unigram_shirt, v=1, w=-0.010733142774790528, v*w=-0.010733142774790528
f=unigram_with, v=1, w=-0.017849579505314447, v*w=-0.017849579505314447
f=bigram_standing_in, v=1, w=-0.0370957312135098, v*w=-0.0370957312135098
f=bigram_of_paper, v=1, w=-0.04337014449966819, v*w=-0.04337014449966819
f=bigram_lady_in, v=1, w=-0.04540386889378223, v*w=-0.04540386889378223
f=unigram_of, v=1, w=-0.05210813364358563, v*w=-0.05210813364358563
f=bigram_paper_in, v=2, w=-0.03226301263148165, v*w=-0.0645260252629633
f=unigram_rolled, v=1, w=-0.07817806586497497, v*w=-0.07817806586497497
f=unigram_crowd, v=1, w=-0.08926376625903566, v*w=-0.08926376625903566
f=unigram_is, v=1, w=-0.1087656479607868, v*w=-0.1087656479607868
f=bigram_a_black, v=1, w=-0.12256011522625536, v*w=-0.12256011522625536
f=bigram_shirt_is, v=1, w=-0.13045023048107146, v*w=-0.13045023048107146
f=unigram_lady, v=2, w=-0.06995789361268763, v*w=-0.13991578722537526
f=bigram_the_lady, v=1, w=-0.1424458677954073, v*w=-0.1424458677954073
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_a_paper, v=1, w=-0.32374648228843816, v*w=-0.32374648228843816
f=unigram_in, v=4, w=-0.08602513351516965, v*w=-0.3441005340606786
f=unigram_her, v=2, w=-0.21546840459580557, v*w=-0.43093680919161115
f=unigram_paper, v=2, w=-0.32493811512857007, v*w=-0.6498762302571401
================================================================================
P: A man in a denim shirt and pants is smoking a cigarette while playing a cello for money .
H: A man in a denim shirt is smoking .
label=1, predicted=0, wrong
f=bigram_a_man, v=2, w=0.16304572728321168, v*w=0.32609145456642336
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_man, v=2, w=0.09125296665009319, v*w=0.18250593330018638
f=bigram_playing_a, v=1, w=0.1376726942668301, v*w=0.1376726942668301
f=unigram_pants, v=1, w=0.12845530450704454, v*w=0.12845530450704454
f=bigram_man_in, v=2, w=0.06080882426598919, v*w=0.12161764853197839
f=bigram_in_a, v=2, w=0.05844301263471668, v*w=0.11688602526943336
f=bigram_a_cigarette, v=1, w=0.06224066268173371, v*w=0.06224066268173371
f=bigram_smoking_., v=1, w=0.06052916201536404, v*w=0.06052916201536404
f=unigram_playing, v=1, w=0.030992236070607, v*w=0.030992236070607
f=unigram_while, v=1, w=0.006772260201241698, v*w=0.006772260201241698
f=bigram_cello_for, v=1, w=0, v*w=0
f=bigram_denim_shirt, v=2, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=unigram_cello, v=1, w=-0.0005729677234636212, v*w=-0.0005729677234636212
f=unigram_a, v=2, w=-0.0024239052585922536, v*w=-0.004847810517184507
f=bigram_smoking_a, v=1, w=-0.014346365641549945, v*w=-0.014346365641549945
f=unigram_shirt, v=2, w=-0.010733142774790528, v*w=-0.021466285549581056
f=bigram_cigarette_while, v=1, w=-0.023204054485487936, v*w=-0.023204054485487936
f=bigram_a_cello, v=1, w=-0.031345514469584966, v*w=-0.031345514469584966
f=bigram_shirt_and, v=1, w=-0.03961965913371928, v*w=-0.03961965913371928
f=bigram_for_money, v=1, w=-0.04036611726878603, v*w=-0.04036611726878603
f=bigram_and_pants, v=1, w=-0.061162398961522084, v*w=-0.061162398961522084
f=unigram_and, v=1, w=-0.0751160091009072, v*w=-0.0751160091009072
f=bigram_money_., v=1, w=-0.0928152755782905, v*w=-0.0928152755782905
f=bigram_shirt_is, v=1, w=-0.13045023048107146, v*w=-0.13045023048107146
f=unigram_cigarette, v=1, w=-0.13779078322677604, v*w=-0.13779078322677604
f=bigram_while_playing, v=1, w=-0.1399789669061861, v*w=-0.1399789669061861
f=unigram_in, v=2, w=-0.08602513351516965, v*w=-0.1720502670303393
f=bigram_is_smoking, v=2, w=-0.09679189843455734, v*w=-0.19358379686911467
f=bigram_a_denim, v=2, w=-0.10298741258392145, v*w=-0.2059748251678429
f=unigram_is, v=2, w=-0.1087656479607868, v*w=-0.2175312959215736
f=unigram_money, v=1, w=-0.24196447239650937, v*w=-0.24196447239650937
f=bigram_pants_is, v=1, w=-0.28787584883270145, v*w=-0.28787584883270145
f=unigram_denim, v=2, w=-0.2530915699985877, v*w=-0.5061831399971753
f=unigram_smoking, v=2, w=-0.25426097308545487, v*w=-0.5085219461709097
f=unigram_for, v=1, w=-0.7511752560076752, v*w=-0.7511752560076752
================================================================================
P: Water polo swimmers competing for a loose ball .
H: A group of water polo swimmers swimming together in the pool .
label=1, predicted=0, wrong
f=unigram_polo, v=2, w=0.17012139368490375, v*w=0.3402427873698075
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_together, v=1, w=0.16440787615021352, v*w=0.16440787615021352
f=unigram_group, v=1, w=0.16301494349359533, v*w=0.16301494349359533
f=unigram_ball, v=1, w=0.13319439422399695, v*w=0.13319439422399695
f=bigram_a_group, v=1, w=0.11136202503331728, v*w=0.11136202503331728
f=unigram_swimmers, v=2, w=0.03733437230741653, v*w=0.07466874461483305
f=unigram_pool, v=1, w=0.05911097149353436, v*w=0.05911097149353436
f=bigram_the_pool, v=1, w=0.0507333277073927, v*w=0.0507333277073927
f=bigram_water_polo, v=1, w=0.040302363744286536, v*w=0.040302363744286536
f=bigram_swimming_together, v=1, w=0.019878609032218348, v*w=0.019878609032218348
f=unigram_competing, v=1, w=0.01637377628050638, v*w=0.01637377628050638
f=unigram_water, v=1, w=0.0110190220538336, v*w=0.0110190220538336
f=bigram_loose_ball, v=1, w=0, v*w=0
f=bigram_swimmers_swimming, v=1, w=0, v*w=0
f=bigram_polo_swimmers, v=2, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_of_water, v=1, w=-0.0022509314358267764, v*w=-0.0022509314358267764
f=unigram_a, v=1, w=-0.0024239052585922536, v*w=-0.0024239052585922536
f=unigram_loose, v=1, w=-0.028299058044816496, v*w=-0.028299058044816496
f=bigram_swimmers_competing, v=1, w=-0.03452592952453891, v*w=-0.03452592952453891
f=unigram_swimming, v=1, w=-0.04270783553527829, v*w=-0.04270783553527829
f=bigram_a_loose, v=1, w=-0.04345140938618689, v*w=-0.04345140938618689
f=unigram_of, v=1, w=-0.05210813364358563, v*w=-0.05210813364358563
f=bigram_together_in, v=1, w=-0.05460709625204035, v*w=-0.05460709625204035
f=bigram_competing_for, v=1, w=-0.07032297190981464, v*w=-0.07032297190981464
f=bigram_in_the, v=1, w=-0.07759903285762955, v*w=-0.07759903285762955
f=bigram_pool_., v=1, w=-0.08113505939311545, v*w=-0.08113505939311545
f=unigram_in, v=1, w=-0.08602513351516965, v*w=-0.08602513351516965
f=bigram_ball_., v=1, w=-0.18530699819027574, v*w=-0.18530699819027574
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=bigram_for_a, v=1, w=-0.24368476030878264, v*w=-0.24368476030878264
f=bigram_group_of, v=1, w=-0.2512900503993891, v*w=-0.2512900503993891
f=unigram_for, v=1, w=-0.7511752560076752, v*w=-0.7511752560076752
================================================================================
P: Two little girls ride an inflatable dinghy down a purple water slide .
H: Two girls on a water slide .
label=1, predicted=1, correct
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_inflatable, v=1, w=0.2632487832377973, v*w=0.2632487832377973
f=unigram_two, v=2, w=0.12260180446350935, v*w=0.2452036089270187
f=unigram_ride, v=1, w=0.18634173169772533, v*w=0.18634173169772533
f=unigram_down, v=1, w=0.15181193892975275, v*w=0.15181193892975275
f=unigram_girls, v=2, w=0.07342153481640559, v*w=0.14684306963281119
f=bigram_water_slide, v=2, w=0.06491681488718078, v*w=0.12983362977436155
f=unigram_little, v=1, w=0.0942589897661181, v*w=0.0942589897661181
f=bigram_an_inflatable, v=1, w=0.07784151434766086, v*w=0.07784151434766086
f=bigram_girls_on, v=1, w=0.04992227861834349, v*w=0.04992227861834349
f=bigram_girls_ride, v=1, w=0.0476816747161724, v*w=0.0476816747161724
f=unigram_water, v=2, w=0.0110190220538336, v*w=0.0220380441076672
f=unigram_purple, v=1, w=0.020740737319777942, v*w=0.020740737319777942
f=unigram_dinghy, v=1, w=0, v*w=0
f=bigram_purple_water, v=1, w=0, v*w=0
f=bigram_inflatable_dinghy, v=1, w=0, v*w=0
f=bigram_ride_an, v=1, w=0, v*w=0
f=bigram_dinghy_down, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_on_a, v=1, w=-3.6941557408380274e-06, v*w=-3.6941557408380274e-06
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=unigram_a, v=2, w=-0.0024239052585922536, v*w=-0.004847810517184507
f=bigram_two_girls, v=1, w=-0.0071729936247111005, v*w=-0.0071729936247111005
f=bigram_little_girls, v=1, w=-0.01403716565835861, v*w=-0.01403716565835861
f=bigram_a_purple, v=1, w=-0.02969011282247764, v*w=-0.02969011282247764
f=unigram_an, v=1, w=-0.1150717082369504, v*w=-0.1150717082369504
f=bigram_two_little, v=1, w=-0.12687747683279438, v*w=-0.12687747683279438
f=unigram_slide, v=2, w=-0.1147254473199573, v*w=-0.2294508946399146
f=bigram_down_a, v=1, w=-0.27769079169406413, v*w=-0.27769079169406413
f=bigram_a_water, v=1, w=-0.3272664747209518, v*w=-0.3272664747209518
f=bigram_slide_., v=2, w=-0.2289548636635971, v*w=-0.4579097273271942
================================================================================
P: A young man with blond dreadlocks sits on a wall reading a newspaper as a woman and a young girl pass by .
H: The young man is reading the newspaper sports section with a mom and daughter walks to the movie theater .
label=0, predicted=0, correct
f=unigram_., v=2, w=0.15389083143632556, v*w=0.30778166287265113
f=unigram_sits, v=1, w=0.27972805430371794, v*w=0.27972805430371794
f=unigram_sports, v=1, w=0.2043219988400179, v*w=0.2043219988400179
f=unigram_man, v=2, w=0.09125296665009319, v*w=0.18250593330018638
f=bigram_woman_and, v=1, w=0.1820403227637614, v*w=0.1820403227637614
f=bigram_man_with, v=1, w=0.1609348185693526, v*w=0.1609348185693526
f=unigram_woman, v=1, w=0.1413660042219838, v*w=0.1413660042219838
f=unigram_section, v=1, w=0.12127321783288718, v*w=0.12127321783288718
f=bigram_a_young, v=1, w=0.12036793126281801, v*w=0.12036793126281801
f=bigram_to_the, v=1, w=0.09537315912130091, v*w=0.09537315912130091
f=unigram_by, v=1, w=0.09026834019447456, v*w=0.09026834019447456
f=unigram_walks, v=1, w=0.08665675311863641, v*w=0.08665675311863641
f=unigram_pass, v=1, w=0.08397288124965954, v*w=0.08397288124965954
f=bigram_a_woman, v=1, w=0.07886436240659192, v*w=0.07886436240659192
f=bigram_and_a, v=1, w=0.07472984430831016, v*w=0.07472984430831016
f=bigram_pass_by, v=1, w=0.05472185570311393, v*w=0.05472185570311393
f=bigram_man_is, v=1, w=0.05138160861639206, v*w=0.05138160861639206
f=unigram_girl, v=1, w=0.03467335795491539, v*w=0.03467335795491539
f=bigram_young_girl, v=1, w=0.033129341209217546, v*w=0.033129341209217546
f=bigram_with_a, v=1, w=0.03303898737095512, v*w=0.03303898737095512
f=bigram_theater_., v=1, w=0.026259263893931427, v*w=0.026259263893931427
f=unigram_theater, v=1, w=0.02107967856972885, v*w=0.02107967856972885
f=bigram_walks_to, v=1, w=0.014645608619439521, v*w=0.014645608619439521
f=bigram_and_daughter, v=1, w=0.006607480606146691, v*w=0.006607480606146691
f=unigram_as, v=1, w=0.0029848788575000825, v*w=0.0029848788575000825
f=bigram_the_movie, v=1, w=0, v*w=0
f=bigram_section_with, v=1, w=0, v*w=0
f=bigram_movie_theater, v=1, w=0, v*w=0
f=bigram_daughter_walks, v=1, w=0, v*w=0
f=bigram_blond_dreadlocks, v=1, w=0, v*w=0
f=bigram_girl_pass, v=1, w=0, v*w=0
f=bigram_newspaper_sports, v=1, w=0, v*w=0
f=bigram_dreadlocks_sits, v=1, w=0, v*w=0
f=negation_s1, v=0, w=0.22485757777299273, v*w=0.0
f=negation_s2, v=0, w=-0.10855617187754155, v*w=-0.0
f=bigram_on_a, v=1, w=-3.6941557408380274e-06, v*w=-3.6941557408380274e-06
f=unigram_on, v=1, w=-0.0029334140976355447, v*w=-0.0029334140976355447
f=bigram_wall_reading, v=1, w=-0.006786056501715057, v*w=-0.006786056501715057
f=bigram_is_reading, v=1, w=-0.011272963918203035, v*w=-0.011272963918203035
f=unigram_a, v=5, w=-0.0024239052585922536, v*w=-0.012119526292961268
f=bigram_newspaper_as, v=1, w=-0.018857128703141733, v*w=-0.018857128703141733
f=bigram_sports_section, v=1, w=-0.0274526308762921, v*w=-0.0274526308762921
f=bigram_mom_and, v=1, w=-0.03491193266743352, v*w=-0.03491193266743352
f=unigram_with, v=2, w=-0.017849579505314447, v*w=-0.035699159010628895
f=bigram_sits_on, v=1, w=-0.039933786854051995, v*w=-0.039933786854051995
f=bigram_a_mom, v=1, w=-0.055721691599099746, v*w=-0.055721691599099746
f=bigram_a_wall, v=1, w=-0.061745630726481746, v*w=-0.061745630726481746
f=bigram_a_newspaper, v=1, w=-0.06267524892184026, v*w=-0.06267524892184026
f=unigram_movie, v=1, w=-0.06353302686871391, v*w=-0.06353302686871391
f=unigram_wall, v=1, w=-0.06906721206551858, v*w=-0.06906721206551858
f=bigram_the_newspaper, v=1, w=-0.08972495615454493, v*w=-0.08972495615454493
f=bigram_reading_the, v=1, w=-0.09233213358904648, v*w=-0.09233213358904648
f=unigram_is, v=1, w=-0.1087656479607868, v*w=-0.1087656479607868
f=bigram_with_blond, v=1, w=-0.11290656869606656, v*w=-0.11290656869606656
f=bigram_by_., v=1, w=-0.12480275371553676, v*w=-0.12480275371553676
f=unigram_newspaper, v=2, w=-0.06756057470469998, v*w=-0.13512114940939995
f=unigram_and, v=2, w=-0.0751160091009072, v*w=-0.1502320182018144
f=bigram_the_young, v=1, w=-0.19581704440822165, v*w=-0.19581704440822165
f=bigram_as_a, v=1, w=-0.20240784109728296, v*w=-0.20240784109728296
f=bigram_reading_a, v=1, w=-0.21224117958823968, v*w=-0.21224117958823968
f=unigram_the, v=1, w=-0.22461032956469507, v*w=-0.22461032956469507
f=unigram_daughter, v=1, w=-0.230824227498137, v*w=-0.230824227498137
f=unigram_reading, v=2, w=-0.11753098250391968, v*w=-0.23506196500783935
f=unigram_dreadlocks, v=1, w=-0.24575599197547723, v*w=-0.24575599197547723
f=bigram_young_man, v=2, w=-0.15274974605601851, v*w=-0.30549949211203703
